DEdeg,solution_id,designation,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,ruwe,phot_g_mean_flux,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
-0.39291393,1.64E+18,Gaia DR3 4226603030239862400,4.23E+18,309.4950899,0.752028108,-0.392920225,0.547469318,1.321631798,0.94635457,1.3965504,0.9873571,111.4405766,20.56976,21.142004,19.393375,1.7486286
1.23413,1.64E+18,Gaia DR3 2738520797751596800,2.74E+18,359.8564696,0.329546571,1.234163407,0.295245409,1.321694699,0.4199914,3.1469564,1.0317065,262.2677053,19.64050484,20.790308,18.565409,2.2248993
36.959353,1.64E+18,Gaia DR3 367397996491496960,3.67E+17,10.3312638,0.101689726,36.95934762,0.070853502,1.322334913,0.12416403,10.649903,1.5361291,2264.771028,17.29980659,18.235643,16.25485,1.980793
37.204434,1.64E+18,Gaia DR3 141640844533584256,1.42E+17,41.56307168,0.111696988,37.20440246,0.085251495,1.322417125,0.11145713,11.864805,0.96006715,1534.113035,17.72272301,18.730534,16.74215,1.9883842
0.39918207,1.64E+18,Gaia DR3 2543295842450745216,2.54E+18,9.932119774,0.61632365,0.399153012,0.3655999,1.323987425,0.71376944,1.8549232,1.0748091,126.9450525,20.42832756,21.201609,19.24346,1.958149
36.529078,1.64E+18,Gaia DR3 141398844600082944,1.41E+17,41.83360384,0.107260726,36.5290372,0.10097196,1.323991058,0.12830304,10.319249,1.0325563,1445.329874,17.78744888,18.88176,16.760027,2.1217327
9.486358,1.64E+18,Gaia DR3 3866898591486882176,3.87E+18,166.0119056,0.090369381,9.486399445,0.137433514,1.325033166,0.17453732,7.59169,1.0185173,2162.5959,17.3499279,18.283705,16.402277,1.8814278
-0.25944963,1.64E+18,Gaia DR3 2500788929079353600,2.50E+18,35.66591141,0.241294324,-0.259481435,0.211553767,1.325095209,0.28455445,4.656737,0.9148821,408.5568851,19.159235,20.335411,18.112093,2.223318
32.698392,1.64E+18,Gaia DR3 130602709863215488,1.31E+17,42.19646756,0.138782248,32.69835324,0.11760436,1.325294527,0.15082061,8.787224,1.6508353,2328.013078,17.26990318,18.378263,16.101906,2.2763577
0.67619371,1.64E+18,Gaia DR3 2693259435954706304,2.69E+18,326.217238,0.395774841,0.676161393,0.419427931,1.32537076,0.46663848,2.8402517,1.0222702,219.1866112,19.83533096,20.812983,18.821152,1.9918308
