DEdeg,solution_id,designation,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,ruwe,phot_g_mean_flux,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
44.381728,1.64E+18,Gaia DR3 1541458956466982144,1.54E+18,187.5342322,0.010047211,44.38173318,0.012965549,7.055385433,0.018710798,377.0756,1.0261209,38502.54293,14.2236433,15.175791,13.2576885,1.9181023
45.757917,1.64E+18,Gaia DR3 377093356883149440,3.77E+17,16.13048671,0.020544957,45.75818617,0.015440737,9.839472198,0.026158545,376.14752,1.1748111,22211.23945,14.82093525,16.200264,13.669977,2.5302868
0.393396,1.64E+18,Gaia DR3 3083551158616931840,3.08E+18,122.9981247,0.020682698,0.39363361,0.017605033,8.487778683,0.023092479,367.556,1.0250138,26985.62104,14.60953617,15.901378,13.48294,2.418438
56.634163,1.64E+18,Gaia DR3 1033482419771488640,1.03E+18,123.9185315,0.013277438,56.63417447,0.013362848,7.400521488,0.020197948,366.39966,0.9853168,42954.12599,14.10485458,15.0710335,13.129357,1.9416761
-5.427426,1.64E+18,Gaia DR3 5755549333928006528,5.76E+18,128.8643023,0.014328414,-5.427456889,0.009798976,7.107181393,0.019517701,364.1403,1.0269133,65559.59161,13.64577579,14.516097,12.726889,1.7892084
18.754267,1.64E+18,Gaia DR3 668688444774384256,6.69E+17,118.692887,0.023364278,18.75412768,0.016298072,10.22570578,0.02836193,360.5434,1.071081,22756.48158,14.7946043,16.013721,13.70105,2.3126717
-1.121017,1.64E+18,Gaia DR3 3076300150014157568,3.08E+18,126.0815874,0.016106507,-1.121083236,0.013126063,8.059117906,0.022489423,358.3515,0.9967736,62215.04941,13.70262814,14.667071,12.728094,1.9389772
46.315669,1.64E+18,Gaia DR3 401033951267175424,4.01E+17,17.68594784,0.013594316,46.31567595,0.009250365,5.98424285,0.016768197,356.88052,1.0538992,50845.76136,13.92173004,14.758168,13.028633,1.7295351
54.258805,1.64E+18,Gaia DR3 1032062331783960320,1.03E+18,126.5527307,0.015351041,54.25874002,0.013804032,6.802909745,0.019074958,356.64087,1.286702,57500.59064,13.78818607,14.63407,12.883566,1.7505045
15.222808,1.64E+18,Gaia DR3 30886385431568768,3.09E+16,46.7990973,0.024376908,15.22274045,0.021879774,9.64862718,0.02715061,355.37424,0.97621596,24056.04028,14.73430634,15.900073,13.666817,2.2332563
36.064125,1.64E+18,Gaia DR3 141006701202259200,1.41E+17,41.23895074,0.028850701,36.06366549,0.025484584,11.26511478,0.031742465,354.891,1.2145298,23075.99066,14.77946568,16.18981,13.612322,2.577488
45.151841,1.64E+18,Gaia DR3 397866773664108800,3.98E+17,19.43645729,0.013663576,45.1517494,0.015155264,6.220579152,0.017832028,348.84305,1.1338773,56448.73325,13.80823135,14.694062,12.879272,1.8147898
