designation,source_id,ra,dec,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag
Gaia DR3 1062545467030309248,1062545467030309248,179.73554838177725,71.30633545439557,0.7734790617476321,0.03866799,0.99831665,5772.4346616658895,2.523885,2287.1228,16.28397,2801.5943993109454,10.731113,261.0721,16.72003,4276.217397265293,10.237639,417.69565,15.670246
Gaia DR3 5786932080145339136,5786932080145339136,210.39990156276667,-76.98065549140581,1.2669780454490525,0.06333914,0.98013973,2455.589274038086,1.8223985,1347.4491,17.211977,785.88929279202,8.12079,96.77499,18.10014,2391.010590497015,11.335975,210.92236,16.301441
Gaia DR3 1827056758225453440,1827056758225453440,298.90710449732063,21.51610656024471,0.8191345354194354,0.04095041,1.0511587,7013.68945888332,2.8799715,2435.333,16.0725,2920.947637444687,6.6111555,441.82104,16.674732,5888.587992704725,8.251964,713.5984,15.322867
Gaia DR3 5427553436135467136,5427553436135467136,140.1755378261649,-42.22554725002899,0.8163107221329311,0.04080924,1.0905855,5502.244469273479,3.19261,1723.4314,16.336018,2470.542012055082,9.2961445,265.75986,16.856562,4454.090093263717,13.48007,330.4204,15.625998
Gaia DR3 5810304845488076544,5810304845488076544,267.1259383214476,-70.03709933409267,1.14409122955481,0.057195738,0.9940055,3051.23268655527,1.5649077,1949.7844,16.97618,997.0979095138133,5.9739194,166.9085,17.841698,2953.5285227752515,7.116633,415.01767,16.072042
Gaia DR3 1683360758916509440,1683360758916509440,183.3294692110108,69.3774452548115,0.5209538039852957,0.026043672,1.0957491,14906.954344204982,4.0223002,3706.077,15.253895,8205.346066527205,12.55466,653.56976,15.5533,9611.815125361854,11.435687,840.5105,14.790882
Gaia DR3 5863443452203370880,5863443452203370880,195.98415109653186,-62.14178797368602,0.6985511419928925,0.034922164,1.0157864,8042.5994922428235,2.6652863,3017.5369,15.923876,3060.1440077894704,6.5367947,468.14136,16.624187,7220.995103596086,8.990407,803.1889,15.101403
Gaia DR3 3022943122756871168,3022943122756871168,88.96908091716314,-4.271938968884856,1.7604748328268431,0.088010155,1.2768393,3272.991978035491,2.895487,1130.377,16.900005,921.5284987845159,9.9937525,92.21046,17.92727,3904.201419690446,45.73333,85.36884,15.769065
Gaia DR3 152807037948276480,152807037948276480,68.16963410367259,28.706344874275576,0.8716072702882465,0.04357363,1.0040394,7887.05335559846,3.467445,2274.6008,15.94508,2999.16444664292,17.68751,169.56398,16.646042,7020.900473264307,17.595867,399.00848,15.131913
Gaia DR3 6499014529417320704,6499014529417320704,349.960367606166,-56.06732414911233,1.8763038693300835,0.0938007,1.0014504,1358.8683859387747,1.1944066,1137.6932,17.854424,310.46978779645553,7.350634,42.237144,19.108494,1581.3650012044145,7.3835206,214.17493,16.750315
Gaia DR3 1736226819872986240,1736226819872986240,314.42403146402256,5.299971702167994,0.8908852126514735,0.044537377,1.0290507,11071.89718862146,3.5683637,3102.794,15.576812,5652.565096777181,12.2037735,463.18173,15.957929,7793.12208716054,16.066025,485.06848,15.018617
Gaia DR3 4532877702181832576,4532877702181832576,283.9546345422901,22.13125785987498,1.4848111865395643,0.074229084,1.01338,1863.8926296065838,1.1109736,1677.711,17.511314,573.7471849688052,13.124341,43.716267,18.44174,2046.1102438538849,28.374693,72.11039,16.470573
Gaia DR3 2081285355731293568,2081285355731293568,304.8506422369537,44.20844062122195,0.6307381053379257,0.03153203,0.9397779,6891.334214510626,2.7247143,2529.195,16.091608,2936.221915842918,8.128928,361.2065,16.66907,5690.766472551034,8.982334,633.55096,15.359968
Gaia DR3 144084577845980544,144084577845980544,44.94967220362134,41.169750635216886,0.8814467458955891,0.044065528,0.8941404,7608.057616278513,4.1781607,1820.9108,15.984182,3735.7458130581576,13.696983,272.74222,16.407598,5608.34258554627,12.542646,447.14188,15.375809
Gaia DR3 2074831978399914880,2074831978399914880,301.5277805517861,41.71098544244678,0.8025995471938056,0.04012377,1.1253016,5483.583693947918,3.0106823,1821.3757,16.339706,2550.340589336806,11.95146,213.39156,16.822046,4346.332877641103,8.158553,532.7333,15.652588
Gaia DR3 4075881671461303040,4075881671461303040,278.2960231038249,-26.355223491174126,0.808073295729641,0.040397417,0.9934817,8199.412804788617,3.9853349,2057.3962,15.90291,3308.725839677579,17.78116,186.08043,16.53939,7050.533550921293,15.445397,456.4812,15.12734
Gaia DR3 1827649223175766528,1827649223175766528,295.8695618357125,21.870385130638187,0.730129472686869,0.036500826,0.99084604,7516.5375706155,2.9979641,2507.2139,15.997322,2779.766945403445,8.406132,330.68326,16.728521,6860.804782314419,8.794671,780.1093,15.156958
Gaia DR3 1729563337027758464,1729563337027758464,316.0143277330738,1.0427684807188735,0.8348265699032601,0.041734874,0.9252189,8144.549205524703,3.2528713,2503.8032,15.910199,3826.2566338964452,11.2921095,338.84338,16.381607,6132.949432967763,9.58678,639.72986,15.278722
Gaia DR3 5591006976455631232,5591006976455631232,109.31455816985323,-33.956744308360044,0.5669423332257087,0.02834273,1.4839602,15572.542659334273,4.720366,3299.0117,15.206468,8379.127372938057,12.456233,672.6855,15.530545,10445.462404939557,15.666645,666.73254,14.700577
Gaia DR3 88270481400729600,88270481400729600,39.385563927879616,21.152194235216488,0.7596926556287049,0.037978753,1.0735086,10917.925684965836,4.7858405,2281.2974,15.592016,5524.944056112419,14.692151,376.04733,15.982722,7688.253734262296,12.081824,636.34875,15.033326
Gaia DR3 6009043290214789376,6009043290214789376,234.98271850014228,-39.1854160498507,0.9094417243001592,0.045465045,1.0087051,7946.0608794634,2.9012415,2738.8484,15.936987,3706.4422420318188,9.200883,402.8355,16.41615,6059.11370894759,9.720488,623.33435,15.291873
Gaia DR3 1981498868722958976,1981498868722958976,330.1368725385275,53.58032613691733,0.6506555086731542,0.032527737,0.9642857,9204.702841023563,3.406162,2702.368,15.777343,4110.44746196381,11.077947,371.04776,16.30382,7312.282040661177,11.790229,620.1985,15.087763
Gaia DR3 5790250784197220864,5790250784197220864,209.35113331318757,-75.55219868771673,0.632299069901403,0.031610057,1.0180861,8335.643168061135,3.011754,2767.7039,15.885019,4006.973872253061,10.534736,380.35828,16.331501,6201.027951799085,10.92379,567.66266,15.266736
Gaia DR3 4374021602218965504,4374021602218965504,263.1962418201209,0.47481753657205295,0.6682863590376,0.033409137,0.9524711,13141.46758238631,3.5688155,3682.3052,15.390758,6292.660736079366,12.450381,505.41913,15.841456,9908.240830682511,10.746308,922.0134,14.757904
Gaia DR3 87479588942881408,87479588942881408,37.20936601935101,20.713166523486876,1.2102408302707555,0.060502663,1.0084498,4846.678829379732,3.0979917,1564.4583,16.473757,1912.209373228142,12.21021,156.6074,17.134703,4171.104797066955,13.915354,299.74838,15.697268
Gaia DR3 3414611601480071168,3414611601480071168,79.88267685993833,21.856581707328655,0.7587512789153174,0.037931684,0.9944449,15087.511438060688,8.668131,1740.5726,15.240823,6112.904882080188,58.90797,103.770424,15.872923,14488.471437088001,111.12315,130.38211,14.345339
Gaia DR3 2932527086157891072,2932527086157891072,105.5398715193209,-19.738052791803213,0.39472898073305696,0.019733392,1.1222371,556913.5141605932,279.50464,1992.5018,11.322898,143829.54223463027,167.7124,857.5963,12.443922,609593.7978033205,344.11746,1771.4701,10.285295
Gaia DR3 5853654117914331392,5853654117914331392,211.70787002692904,-63.98868424855577,0.6185059817532086,0.03092051,1.1512039,12300.146324944615,2.7786489,4426.6646,15.462591,5944.213098881332,6.965289,853.4051,15.903306,9196.821007470126,8.077147,1138.6226,14.838801
Gaia DR3 6492006242302323200,6492006242302323200,350.23683026881554,-59.49339815381775,1.5299678608036842,0.07648654,1.0153574,1913.4813677343438,1.5806818,1210.5417,17.482807,494.8497145911879,8.050647,61.467075,18.60236,2128.07188537779,8.804748,241.69595,16.427929
Gaia DR3 5910965646112863488,5910965646112863488,260.9546525098702,-60.64414459569315,0.960197919841874,0.04800246,1.0274433,5852.398016847165,2.2663927,2582.2524,16.269032,2508.7471490370413,5.966916,420.44284,16.8399,4702.788117896552,8.881203,529.52155,15.567007
Gaia DR3 3051037465921385856,3051037465921385856,103.19054058047081,-8.024294735825077,0.5147710175264235,0.025734564,0.94446576,23366.28752240861,5.6495876,4135.9277,14.765893,11049.161188849586,18.213543,606.6453,15.230219,17797.677333442472,15.781264,1127.7726,14.121987
Gaia DR3 2945340932102316800,2945340932102316800,95.53034033701745,-14.71634680814629,0.6877448938078691,0.034381915,0.980349,8921.266541801093,2.5849268,3451.2646,15.8113,4454.646153905767,10.647441,418.37717,16.216509,6389.831725447904,11.681361,547.01086,15.234172
Gaia DR3 2109475150234324864,2109475150234324864,275.19596347988005,39.63287790949988,0.5178954139093721,0.025890755,0.961128,9604.445110021776,3.1972632,3003.9583,15.731186,5094.714761708988,11.096215,459.13986,16.070742,6441.30397833127,8.89574,724.0886,15.225461
Gaia DR3 5315264784656265344,5315264784656265344,128.8322687268421,-56.83299788006236,0.5799439832610652,0.028992703,1.0010868,8350.09615733909,2.8569083,2922.7737,15.883138,4105.079363186655,11.055995,371.29895,16.305239,6061.127787720147,9.347147,648.44684,15.291512
Gaia DR3 4414304100486675456,4414304100486675456,232.4754428401515,-2.5784671221275506,0.9279339362048231,0.0463895,0.94533247,11230.220821155057,6.1782703,1817.6965,15.561397,5257.377826429085,12.348721,425.7427,16.03662,8560.523597388526,15.147662,565.13824,14.916645
Gaia DR3 6088721771132824960,6088721771132824960,201.23733923393578,-42.85249322109414,0.6404433603257302,0.032017205,1.0232219,12303.087237081732,4.3040857,2858.467,15.462332,6301.04551471643,16.766033,375.82208,15.840011,8589.956609786537,14.2427025,603.11285,14.912918
Gaia DR3 4068193645638374016,4068193645638374016,265.46361203107153,-24.897595350811404,0.9170949790376866,0.045847636,1.4718231,15433.7047574928,6.2498364,2469.4573,15.216191,5194.71719977169,16.71308,310.81747,16.049637,16265.40110332767,139.52086,116.58043,14.219733
Gaia DR3 4044164089501273472,4044164089501273472,269.61777851995333,-30.901913761251585,0.45906610361158373,0.022949744,0.7803492,103106.5454703961,29.556171,3488.4946,13.154151,37030.861165967945,216.7407,170.85329,13.917132,103021.62327663656,612.0544,168.32103,12.215574
Gaia DR3 6735117785189012224,6735117785189012224,278.25026222539043,-33.16939925830329,0.41330994023030704,0.02066229,0.9177294,33475.812699184,7.2655406,4607.477,14.375539,15064.3619751434,17.641424,853.91986,14.893665,26363.743378742427,16.355528,1611.9164,13.695377
Gaia DR3 861116066397960192,861116066397960192,167.22557060350005,60.39011580723648,1.6607743591836028,0.08302583,0.98126143,1443.913779882943,1.4053434,1027.4456,17.788513,387.46167653452824,8.184673,47.33991,18.86797,1560.138867479435,7.1236777,219.0075,16.764988
Gaia DR3 2055955047373992832,2055955047373992832,306.9379219259527,33.56256700655232,0.47281763876072463,0.023637211,1.374306,23480.02355232116,7.1034946,3305.4187,14.76062,3840.169227334563,8.919654,430.52896,16.377666,30307.642215719083,15.649627,1936.6367,13.544015
Gaia DR3 6036866638109987968,6036866638109987968,240.9270831305491,-31.588990962420294,1.9737068789950458,0.09867002,1.1618038,2237.4787869539127,2.1956344,1019.058,17.31297,758.4262819220909,22.413433,33.838024,18.13876,2963.354978269953,75.479614,39.260334,16.068436
Gaia DR3 2023138026929377152,2023138026929377152,291.3693594899074,25.03114576909479,0.9161939966299391,0.04580259,1.0152916,4192.661982519255,1.8720496,2239.6106,16.631142,1696.4418977468981,5.3759413,315.56183,17.264694,3586.1644027406533,7.052768,508.47614,15.86132
Gaia DR3 5337228281034889600,5337228281034889600,167.96457290519658,-61.3610531665996,0.47761019470355404,0.023876801,1.0027385,11376.268495417047,3.01984,3767.176,15.547367,5441.431163701909,19.299799,281.94238,15.999259,8529.750552398793,13.682713,623.3962,14.920555
Gaia DR3 4389883603641330944,4389883603641330944,262.9691745579457,5.95551827184427,1.2335873370447303,0.061669786,1.0052172,3515.6050030263596,1.9975638,1759.9463,16.822367,1156.9561628218887,7.2212973,160.21445,17.68025,3393.709049124725,7.848096,432.4245,15.921209
Gaia DR3 1989272037967099776,1989272037967099776,342.8131114353963,51.11949587927576,0.6217267600382019,0.031081509,1.0078,9051.912272286,2.719742,3328.2246,15.795516,4617.212249745945,7.697595,599.8253,16.177593,6365.258703902091,8.276459,769.07996,15.238356
Gaia DR3 1976373460907459584,1976373460907459584,328.71282776505444,48.72586915721875,0.6832054427698007,0.034154966,0.9701552,6713.037022488737,2.442927,2747.9485,16.12007,3044.149129206679,7.430304,409.69376,16.629877,5228.673425264084,9.669864,540.71844,15.451917
Gaia DR3 1868715192187755904,1868715192187755904,317.2323006551965,36.58359390900433,0.618902965589531,0.030940343,1.0007646,8932.12419188774,2.9810374,2996.314,15.80998,4717.386283757534,10.666454,442.26376,16.15429,6095.809566434399,10.367989,587.94525,15.285317
Gaia DR3 5826379254516928640,5826379254516928640,235.5384746717589,-63.092927747724204,0.518505765655513,0.025921263,1.3946775,44675.43015147876,13.300358,3358.9646,14.062195,15863.904548513376,28.127096,564.0079,14.837517,42709.49549805135,32.06382,1332.0153,13.171584
Gaia DR3 5257454868474112896,5257454868474112896,148.6727140700527,-59.479387705691195,0.6243177282322515,0.031211033,1.0063533,7417.392966506574,2.8774595,2577.7576,16.011738,3626.114953828004,8.157558,444.50983,16.439938,5469.589255814846,7.838075,697.823,15.403008
Gaia DR3 5935062444163356160,5935062444163356160,243.69409347625918,-50.8112015554014,0.873098253566638,0.043648127,1.0351845,7773.505315475961,2.404969,3232.2686,15.960825,3432.078350953143,7.7454534,443.10876,16.49965,6276.9032256303,7.8867373,795.88086,15.253531
Gaia DR3 4227362625271270144,4227362625271270144,314.3946452756641,-0.09396797935104476,0.6170641880547216,0.030848414,0.99890894,14990.944355261343,3.994381,3753.008,15.247794,8190.685479484892,13.427542,609.99146,15.555242,9722.572833060622,11.568567,840.4302,14.778442
Gaia DR3 5905720395839837952,5905720395839837952,218.6329632253078,-48.11292736152886,0.7867266202123581,0.039330218,0.9617272,10785.679282084944,3.8900354,2772.643,15.605248,5397.555340361822,12.62059,427.67853,16.008049,7713.166161439845,13.212309,583.7864,15.029814
Gaia DR3 6069120949135678208,6069120949135678208,203.35894620143105,-51.92805685740233,0.8405123520269675,0.042019084,1.5987784,18299.770484601482,6.5957546,2774.477,15.031253,8234.663498113541,17.740013,464.18588,15.549428,14730.782185762026,20.177185,730.0712,14.327331
Gaia DR3 1814071040530098560,1814071040530098560,311.48395896737685,19.473559641798634,0.8000328121456423,0.03999542,0.9588639,8491.972923543797,2.6151114,3247.27,15.864845,4012.9111437004485,8.864112,452.71442,16.329893,6323.478070357011,15.17542,416.69214,15.245505
Gaia DR3 2294078960648016768,2294078960648016768,279.65736641437,79.01986994212928,0.7908889579692487,0.039538298,1.0493151,3792.291562908221,2.1210177,1787.9585,16.740112,1659.9986728811066,11.559807,143.6009,17.288273,3008.4312152558523,14.799802,203.2751,16.052046
Gaia DR3 506613249662769152,506613249662769152,26.9283305126084,59.794223267190766,0.32630846102411026,0.016312886,1.0493114,42457.30419951018,4.982848,8520.689,14.117486,14296.816525519976,10.09621,1416.0579,14.950444,40900.13184248558,13.0783415,3127.3179,13.218584
Gaia DR3 4306166199889592576,4306166199889592576,288.8319560340081,6.891780181353049,1.6457967996034464,0.082277045,0.9669997,2665.5322023400786,2.6120324,1020.48206,17.122908,717.7938212019344,9.864501,72.76534,18.198544,2862.3784952185774,8.405785,340.52484,16.106077
Gaia DR3 1842959578974005760,1842959578974005760,313.59375787966906,24.77616597880489,0.8159599936901656,0.040791653,0.99402666,7320.490368108589,2.7050273,2706.2537,16.026016,3213.971515376014,10.588407,303.53683,16.570938,5925.696840492442,9.428749,628.4711,15.316047
Gaia DR3 194162900087818624,194162900087818624,81.41343468958527,41.04992838336817,0.8811775755283542,0.044052023,1.4254147,20179.121481382223,10.395881,1941.069,14.925111,9439.042635413887,31.185085,302.6781,15.401222,15706.338980199336,26.601925,590.42114,14.257709
Gaia DR3 6002122517349406592,6002122517349406592,234.46957939052018,-41.02328603796095,0.647402358158575,0.03236508,0.98289907,16179.952100285658,4.0926104,3953.4553,15.164924,7912.090533188099,10.59589,746.71313,15.592814,11868.418403873507,12.419192,955.65137,14.5619135
Gaia DR3 6092483853247310592,6092483853247310592,214.1796058764638,-47.99248961592405,0.656613202768911,0.032825552,1.0783828,22685.04745703126,5.5109506,4116.3584,14.7980175,9215.163756356229,12.814198,719.137,15.427284,19184.622837360268,13.993657,1370.9513,14.040512
Gaia DR3 1979741265029339392,1979741265029339392,327.29866179234193,50.04978939613247,0.4114557166792295,0.020569583,1.0101268,17625.98144695664,3.6640007,4810.5835,15.071983,8683.177053289613,10.913934,795.6047,15.491845,12959.181719444625,15.445539,839.02423,14.466452
Gaia DR3 5826076137233947392,5826076137233947392,237.71855873063032,-64.08729154581603,0.7929049557874029,0.039639078,0.9836279,6821.022797789553,2.0984323,3250.5327,16.102743,3031.9921236888267,5.9763813,507.3291,16.634222,5348.980502649984,5.3334026,1002.92084,15.427218
Gaia DR3 3083515046532069504,3083515046532069504,122.74153405875725,0.06076339330075985,0.4138622792292477,0.020689894,0.9907548,51713.40940280163,28.441328,1818.2488,13.903359,30862.436413816376,45.85456,673.05054,14.114966,30168.747923732793,40.19058,750.6423,13.549003
Gaia DR3 2170012439403543552,2170012439403543552,312.61123994833986,51.74307888462852,0.43450392545745364,0.021721814,1.0924853,14895.68845528487,17.027956,874.77844,15.254715,5599.9014222969045,28.158491,198.87079,15.968091,13570.774650440273,43.698776,310.55273,14.416384
Gaia DR3 2935057783968209152,2935057783968209152,107.84158846136991,-16.627423453640443,0.2665990487383851,0.013327877,1.0592434,273365.9288898491,45.854618,5961.579,12.095506,84049.42617480211,42.05489,1998.565,13.027205,276634.9749213041,100.18362,2761.2795,11.143127
Gaia DR3 4524199256898984704,4524199256898984704,278.2003286201294,18.273062331139712,0.5575719009988502,0.027874254,1.0328563,13818.52215518089,2.770855,4987.0967,15.336213,6764.331323561678,8.043294,840.9902,15.76298,10203.948019693045,10.279127,992.6862,14.725975
Gaia DR3 1844541565751144192,1844541565751144192,314.67838444030195,25.702198186699878,0.5548948144624068,0.02774042,1.016616,16432.172665287355,3.726961,4409.0005,15.148129,8052.190126754131,11.689961,688.8124,15.573757,12076.215882949198,10.8536,1112.6461,14.543068
Gaia DR3 2007449267282529792,2007449267282529792,342.22013585131316,58.33734954134461,0.500982704517002,0.025045231,1.0191042,13937.66317454184,3.831862,3637.3083,15.326892,4750.569147360807,9.5447855,497.71356,16.146679,13326.583299516027,12.687724,1050.3525,14.436098
Gaia DR3 1810903111309449984,1810903111309449984,309.41116448591805,16.257284786594443,0.5433767851197877,0.027164606,1.0006347,15759.546145006549,3.4361444,4586.404,15.193507,8431.492596744158,12.217998,690.08795,15.523781,10470.26972727854,11.634945,899.8985,14.698001
Gaia DR3 4056483262591318912,4056483262591318912,268.60480322831137,-29.801913390849453,0.48045749120216225,0.024019131,0.87485987,66672.54629947037,14.771591,4513.5654,13.6275,23542.18988128514,28.44307,827.6951,14.408925,64194.7519235484,134.4068,477.61536,12.729147
Gaia DR3 4039632353668285312,4039632353668285312,273.36897244714027,-33.633703866593216,0.39063882801038213,0.0195289,0.6743648,133359.90331992664,24.269497,5494.9595,12.874804,55963.05627381709,64.99481,861.0388,13.468789,111445.96897544333,102.296455,1089.4412,12.130235
Gaia DR3 5744813775409732480,5744813775409732480,141.0770125392528,-7.745610431168048,1.7478669807774934,0.08737973,0.9399034,2705.4969469743364,1.8998843,1424.0325,17.106749,726.1148970799172,9.172688,79.16054,18.18603,2902.2810276918144,13.199045,219.88568,16.091047
Gaia DR3 6246701113638560640,6246701113638560640,240.0222608088966,-20.567233137566213,0.7070053202936892,0.035344753,1.157926,16686.162305274953,4.3270187,3856.2722,15.131475,7691.828801698458,15.038256,511.4841,15.623468,12999.171207003134,13.509055,962.25616,14.463106
Gaia DR3 5928051580104744832,5928051580104744832,249.42202779058667,-57.38985045163327,0.8168717323990627,0.040837217,0.9475762,7498.209141891638,3.0822282,2432.7236,15.999973,3427.937808236817,7.833792,437.58344,16.50096,5791.19638517308,9.783808,591.9164,15.340975
Gaia DR3 2023251414041067264,2023251414041067264,288.45001430998906,23.53675345630305,1.1622844883945316,0.058105163,1.0058705,3222.3055322393907,1.4539713,2216.21,16.91695,906.9368082553507,4.0674143,222.97626,17.9446,3379.2053855020463,4.2880783,788.0466,15.925859
Gaia DR3 5329238409223329152,5329238409223329152,129.0382915683981,-48.405887275593535,1.000233714584989,0.05000389,1.0673144,3697.9654220486145,2.6831667,1378.2094,16.76746,1157.7953036572803,7.649944,151.34691,17.679462,3733.443835818061,8.420083,443.39752,15.817621
Gaia DR3 260586699624122112,260586699624122112,71.35220674026404,51.99318521269055,1.2611065582222627,0.063045494,0.9844971,4230.891459340815,2.2325563,1895.0884,16.621286,1399.3973617685153,7.6208878,183.62656,17.47369,4102.017940780189,8.045385,509.8597,15.715402
Gaia DR3 4966895447488022016,4966895447488022016,34.846625838454194,-34.603534405970784,1.3668939137933922,0.06833403,0.98903,2483.295303260314,1.2049844,2060.8525,17.199797,777.7370984905696,5.5566826,139.96428,18.11146,2459.6484975837548,7.7516966,317.30453,16.270714
Gaia DR3 6419957826612423040,6419957826612423040,284.883035572659,-71.79961544093504,1.3260689788414253,0.066293105,1.0061105,2848.934054036712,1.7104942,1665.562,17.050661,887.2564772471789,8.264522,107.35727,17.96842,2811.7411084631167,7.8739624,357.09354,16.125458
Gaia DR3 3292243138493375104,3292243138493375104,70.24589306448165,7.971414955724255,1.4000175862041038,0.06998996,1.0847001,3617.3071075122584,1.9966811,1811.6599,16.791403,1221.3661483419633,7.4907002,163.051,17.621428,3463.8613498428113,14.369736,241.05255,15.898994
Gaia DR3 3465781051570170752,3465781051570170752,180.78806673747556,-33.85654848338816,0.980455901070444,0.049015142,0.9588562,4940.063487291157,2.1727684,2273.6265,16.453035,2222.1683232457353,11.574275,191.992,16.9716,3884.5251271107973,8.672448,447.91565,15.77455
Gaia DR3 5509849033909612288,5509849033909612288,108.40060372063323,-46.215549842033845,0.634719347442941,0.031731013,0.96828544,5976.842587033972,2.644582,2260.033,16.246187,2833.4400649296354,13.17936,214.9907,16.707758,4444.820391885556,11.042303,402.52658,15.62826
Gaia DR3 2028413552442610816,2028413552442610816,297.7312339720656,28.215876116918494,0.28489682404774697,0.014242617,0.9096628,64974.16197409762,11.080563,5863.7964,13.655515,22464.220063771863,14.124657,1590.4259,14.459814,61469.89959548313,27.443775,2239.8486,12.776239
Gaia DR3 6692407221606710400,6692407221606710400,303.8922578299222,-40.98016708847123,1.2551587053361657,0.06274814,0.92531294,3967.681535864952,2.8213894,1406.2864,16.691025,1603.5759893071145,13.521676,118.59299,17.325819,3352.28376176509,11.950349,280.51764,15.934544
Gaia DR3 5540129755943069568,5540129755943069568,125.22899366837666,-38.77388860077343,0.6702247986612133,0.033506006,1.0907066,7281.741943980629,2.950234,2468.1914,16.031778,3110.9119372444684,7.7745566,400.1401,16.606323,5995.762825148542,10.908407,549.64606,15.303285
Gaia DR3 6278843446284857728,6278843446284857728,221.6883439881968,-21.615373848214382,0.5817073884108631,0.029080827,0.92666155,19302.667472164496,6.5022697,2968.6045,14.973324,10099.706347338584,17.242592,585.74176,15.32777,13118.219900836357,17.950071,730.81714,14.453208
Gaia DR3 5871398006560250240,5871398006560250240,209.56826988172767,-57.19785865221082,0.5359211957483733,0.026791876,0.939924,14264.331588363017,3.4567106,4126.5625,15.301739,5960.935549247902,8.982432,663.6215,15.900256,11971.819071458069,12.66881,944.9837,14.552495
Gaia DR3 4264960459800850944,4264960459800850944,284.6236113702052,-1.6958452271014752,0.9325237923540924,0.046618905,0.98694354,6846.140841136014,4.3051276,1590.2295,16.098753,2229.5250745635713,9.778754,227.99684,16.968012,6784.403585884906,23.830492,284.69424,15.169116
Gaia DR3 3094871489819566208,3094871489819566208,121.79630604642252,4.714984109594677,0.5332138367050704,0.026656525,0.9554165,25003.343383335847,5.356875,4667.5244,14.692371,14077.5165350425,13.029654,1080.4214,14.967227,15746.828591353624,13.65664,1153.0529,14.254912
Gaia DR3 4310421314206070272,4310421314206070272,284.18042032272103,8.92465479416299,0.9423890043320977,0.047112085,0.95694983,5934.462971886046,3.359897,1766.2634,16.253914,2154.1897065352487,9.222039,233.59148,17.005333,5454.119201120534,8.88644,613.7575,15.406084
Gaia DR3 5885610603065865216,5885610603065865216,234.285223660417,-53.34082966738809,0.3862364631869657,0.019308804,1.0210652,91459.0978741588,38.981453,2346.221,13.2843,11326.17936087264,19.200312,589.8956,15.203334,126233.45025302013,68.88087,1832.6344,11.99496
Gaia DR3 1885130076144560512,1885130076144560512,344.75825899695957,28.669281281538165,2.193914853948932,0.10967859,1.0597448,1841.7947694639802,1.7055173,1079.9039,17.524263,449.35810391160004,9.08426,49.465572,18.70706,2298.748263744425,8.515626,269.94473,16.344168
Gaia DR3 3345042026162372992,3345042026162372992,94.30438360692082,15.483728157624952,0.89171104800862,0.04457858,0.9027915,9908.009792259723,5.0621214,1957.284,15.697401,4200.205615882305,17.895937,234.70163,16.280365,8193.60208467305,12.928732,633.7514,14.964209
Gaia DR3 1278375751273505664,1278375751273505664,229.4857462065129,33.59396025868002,0.5117452389873256,0.025583262,0.985718,11589.013717031927,3.397487,3411.0547,15.52725,6461.774622922096,16.510149,391.38196,15.812663,7384.8801135369995,13.532445,545.7166,15.077037
Gaia DR3 2072942776907421824,2072942776907421824,297.338343529456,38.28225678912053,0.3669193705412095,0.018343098,0.99696493,20950.93083298445,4.439444,4719.269,14.884358,8841.908109112417,11.396303,775.85754,15.4721775,17333.56100118937,11.349285,1527.2822,14.150676
Gaia DR3 5892760589743778176,5892760589743778176,216.1564476234668,-55.89873321793031,1.0901405108816924,0.0544985,1.0001316,4223.194105019556,1.7180524,2458.129,16.623264,1515.2817557485782,5.5133085,274.84073,17.387308,3883.120845166922,7.5251775,516.01715,15.774943
Gaia DR3 4604680862346204800,4604680862346204800,269.22722481709803,34.06498302319814,1.4095124432658728,0.070464596,0.99948496,1905.0151876789519,1.6456683,1157.5936,17.487621,617.5885090706073,7.0774736,87.261154,18.361794,1875.3337079773667,10.273313,182.5442,16.565199
Gaia DR3 2800767178952624768,2800767178952624768,5.239802782859723,22.697318112810365,2.7581196100798033,0.13788441,0.99511904,1575.3181808650731,1.9458972,809.5588,17.693947,293.2412545523869,9.357949,31.33606,19.170479,1942.5251996403624,12.00341,161.83112,16.52698
Gaia DR3 5409907481404913664,5409907481404913664,145.74116369072394,-47.210706781610845,0.6961327016229698,0.03480119,0.9580401,5769.054350249966,2.2147775,2604.8008,16.284605,2343.7671293509716,7.4321804,315.3539,16.913755,4922.03486731805,11.146727,441.56775,15.517534
Gaia DR3 4590185446503743232,4590185446503743232,274.066516280791,30.530911968183947,0.8781544733942181,0.04390085,1.0168408,4499.942603778808,2.3074145,1950.2098,16.55435,1893.4968564714252,9.57052,197.8468,17.14538,3652.6114165818162,8.509835,429.22235,15.841387
Gaia DR3 2049441025089804160,2049441025089804160,288.8724271565723,33.897923864496256,0.5356448739903117,0.026778053,0.9944393,10103.78479402326,3.0526602,3309.8296,15.676157,5077.9257599951225,13.77558,368.61792,16.074326,7228.331372148753,11.289559,640.2669,15.100301
Gaia DR3 6913804986054214272,6913804986054214272,313.8158423153154,-4.954699828063653,1.1447507310952107,0.057228584,0.95942116,4211.346282473765,2.0564485,2047.8735,16.626314,1581.7935214403408,8.425026,187.74939,17.340668,3825.2172986922133,8.956513,427.08777,15.791255
